"id","店舗名","店舗名（英語）","住所","住所（英語）","検索条件エリア","カテゴリ（まとめ）","SSID種類","lat","lng"
"1152","Ｐａｓｔｅｌ・Ｂｅｅ","Balloon Shop Pastel Bee","田辺市南新町72‐3","72-3 Minamishinmachi, Tanabe-shi","熊野エリア","その他","N","33.731476","135.379089"
"1153","辛バール","Kara Bar Noodle Bar","和歌山市畑屋敷袋町5ﾏﾁｽﾋﾞﾙ1階","Matisse Bldg. 1F, 5 Fukuromachi, Hatayashiki, Wakayama-shi","和歌山市エリア","グルメ","N","34.234737","135.182297"
"1154","株式会社山本スクラップ","Yamamoto Scrap Co., Ltd.","御坊市島584","584 Shima, Gobo-shi","有田・湯浅・日高エリア","その他","N","33.893715","135.162796"
"1155","ＷＡＮ・Ｆａｃｅ","WAN Face Pet Salon","和歌山市東長町2丁目50","2-50 Higashi Nagamachi, Wakayama-shi","和歌山市エリア","その他","N","34.227345","135.162872"
"1156","スイーツ＆雑貨アンティヤスコ","Sweets and General Shop Antiyasuko","新宮市徐福1丁目1‐5","1-1-5 Jofuku, Shingu-shi","熊野エリア","ショッピング","N","33.726231","135.99324"
"1157","有限会社ウエムラ","Uemura Co., Ltd.","紀の川市打田1134‐5","1134-5 Uchita, Kinokawa-shi","和歌山市エリア","その他","N","34.261467","135.369614"
"1158","ｓｏｒｒｉｓｏ","Italian Restaurant sorriso","田辺市稲成町3241‐1","3241-1 Inaricho, Tanabe-shi","熊野エリア","グルメ","N","33.74369","135.376953"
"1159","うまし楽し食道宴屋ずかずか","Zukazuka, Japanese style pub","御坊市湯川町財部220‐3","220-3 Takara, Yukawacho, Gobo-shi","有田・湯浅・日高エリア","グルメ","N","33.900505","135.151474"
"1160","ニューデリー","","橋本市野216‐2"," ","高野山エリア","グルメ","N","34.314354","135.594376"
"1161","おおみや","","西牟婁郡上富田町生馬3115"," ","白浜・串本エリア","グルメ","N","33.691849","135.457611"
"1162","サンマ本舗芝","Sanma Honpo Shiba Fish Monger","和歌山市延時147‐24","147-24 Nobutoku, Wakayama-shi","和歌山市エリア","ショッピング","N","34.25322","135.1465"
"1163","インマヌエル和歌山キリスト教会","Inmanueru Wakayama Catholic Church","和歌山市西高松2丁目8‐17","2-8-17 Nishi Takamatsu, Wakayama-shi","和歌山市エリア","その他","N","34.205414","135.170273"
"1164","アウル整骨院","Owl Chiropractic","和歌山市市小路153‐1","153-1 Ichishoji, Wakayama-shi","和歌山市エリア","その他","N","34.256256","135.164658"
"1165","ＡＣＲＩオーガニックヘアーサロン","ACRI Organic Hair Salon","岩出市西野353‐4","353-4 Nishino, Iwade-shi","和歌山市エリア","その他","N","34.257832","135.305435"
"1166","ヘルパーステーションよつ葉","","御坊市薗147‐1"," ","有田・湯浅・日高エリア","その他","N","33.89341","135.156281"
"1167","芦原湯","","海南市日方1016"," ","和歌山市エリア","その他","N","34.157753","135.215103"
"1168","アクアユイ（ａｑｕａｙｕｙ）","Aquayuy Hair Salon","和歌山市太田579","579 Oda, Wakayama-shi","和歌山市エリア","その他","N","34.231739","135.199249"
"1169","晴","","西牟婁郡白浜町1082‐10"," ","白浜・串本エリア","グルメ","N","33.669189","135.402939"
"1170","ピッツェリアコマ","Pizzeria Coma","新宮市徐福2丁目2‐5","2-2-5 Jofuku, Shingu-shi","熊野エリア","ショッピング","N","33.72456","135.995758"
"1171","ＴＯＧＥｈａｉｒ","TOGEhair","和歌山市東長町6丁目6","6-6 Higashi Nagamachi, Wakayama-shi","和歌山市エリア","その他","N","34.224285","135.165543"
"1172","和歌の浦観光協会","","和歌山市新和歌浦1759"," ","和歌山市エリア","観光スポット,その他","N","34.187008","135.158539"
"1173","キュリオステーション岩出店","Curio Station Personal Computer School","岩出市川尻172","172 Kawashiri, Iwade-shi","和歌山市エリア","その他","N","34.269958","135.316483"
"1174","極楽寺","","紀の川市貴志川町井ﾉ口106"," ","和歌山市エリア","その他","N","34.208725","135.320251"
"1175","株式会社玉置建材","Tamaoki Kenzai Construction Co., Ltd.","和歌山市本脇513","513 Motowaki, Wakayama-shi","和歌山市エリア","その他","N","34.260548","135.099426"
"1176","ステーキハウスろいん","Stake House Loin","橋本市高野口町小田655‐1","655-1 Oda, Koyaguchicho, Hashimoto-shi","高野山エリア","グルメ","N","34.300468","135.561157"
"1177","興紀消防メンテナンス","Kouki Shoubou Maintenance Security Service","和歌山市吉原1284‐1","1284-1 Yoshihara, Wakayama-shi","和歌山市エリア","その他","N","34.195606","135.202057"
"1178","フォトスタジオ・クレイオ","","和歌山市十二番丁35"," ","和歌山市エリア","その他","N","34.232304","135.17305"
"1179","愛和タイヤ","Aiwa Tyre","田辺市鮎川862","862 Ayukawa Tanabe-shi","熊野エリア","その他","N","33.731274","135.505798"
"1180","田辺ダイハツ販売株式会社カーリンク口熊野店","Tanabe Daihatsu Hanbai Co., Ltd. Car Link Kuchikumano branch","西牟婁郡上富田町岩崎498‐1","498-1 Iwasaki, Kamitondacho, Nishimuro-gun","白浜・串本エリア","その他","N","33.686066","135.412994"
"1181","株式会社カーシューズ","Car shoes used car sales Co., Ltd","橋本市隅田町垂井72‐5","72-5 Tarui, Sudacho, Hashimoto-shi","高野山エリア","その他","N","34.329571","135.650284"
"1182","岡崎鉄工所","Okazaki Tekkosho","田辺市上の山2丁目26‐9","2-26-9 Uenoyama, Tanabe-shi","熊野エリア","その他","N","33.732513","135.365616"
"1183","すずきリカー＆フーズ","Suzuki Liquor & Foods","日高郡由良町大字阿戸713","713 Ato, Yuracho, Hidaka-gun","有田・湯浅・日高エリア","ショッピング","N","33.958351","135.116928"
"1184","アールエフ電子株式会社","RF Electronics Co., Ltd.","和歌山市布施屋778","778 Hoshiya, Wakayama-shi","和歌山市エリア","その他","N","34.246105","135.258469"
"1185","かきはら胃腸科内科","Kakihara Gastrointestinal/Internal Medicine","岩出市今中105‐2","105-2 Imanaka, Iwade-shi","和歌山市エリア","その他","N","34.272854","135.314102"
"1186","株式会社オーシャン・ライフ","Ocean Life Co., Ltd.","御坊市島441‐2","441-2 Shima, Gobo-shi","有田・湯浅・日高エリア","その他","N","33.890671","135.163284"
"1187","赤旗新聞販売所","Akahata Newspaper Delivery Agent","伊都郡かつらぎ町大字佐野490‐1","490-1 Saya, Katsuragicho, Ito-gun","高野山エリア","ショッピング","N","34.296463","135.488525"
"1188","三友防災株式会社","Sanyu Bosai Disaster Prevention Co., Ltd.","和歌山市広道35","35 Hiromichi, Wakayama-shi","和歌山市エリア","その他","N","34.224472","135.166153"
"1189","ｉ工房和歌山橋本店","I Kobo Wakayama Hashimoto Studio","橋本市東家1丁目2‐24出口ﾏﾝｼｮﾝ1-D","Deguchi Mansion 1-D, 1-2-24 Toge, Hashimoto-shi","高野山エリア","その他","N","34.314537","135.604095"
"1190","串本マリンセンター","Kushimoto Marine Center","東牟婁郡 串本町串本662‐2","662-2 Kushimoto, Kushimotocho, Higashimuro-gun","白浜・串本エリア","ショッピング","N","33.474072","135.77803"
"1191","田口晋也司法書士事務所","Taguchi Shinya Judicial Scrivener's office","和歌山市八番丁9","9 Hachibancho, Wakayama-shi","和歌山市エリア","その他","N","34.231251","135.169205"
"1192","訪問介護事業所ぴぃーぷる","People Home Care Service Office","和歌山市島崎町3丁目26ｽﾘｰﾙﾄﾞｩｿﾚｲﾕ201","Sourire du Soleil, 3-26 Shimazaki-cho, Wakayama-shi","和歌山市エリア","その他","N","34.221432","135.17868"
"1193","司法書士高橋事務所","Takahashi Judicial Scrivener's Office","和歌山市六十谷749","749 Musota, Wakayama-shi","和歌山市エリア","その他","N","34.262665","135.202606"
"1194","読売新聞ＹＣ藤並・金屋口","Yomiuri Newspaper YC Delivery Service Office Fujinami Kanayaguchi","有田郡有田川町大字天満2-3","2-3 Tenma, Aritagawa-cho, Arita-gun","有田・湯浅・日高エリア","ショッピング","N","34.062714","135.198578"
"1195","株式会社エイジャックスジャパン","A-Jacks Japan Web Design Co., Ltd.","和歌山市朝日891‐1","891-1 Asahi, Wakayama-shi","和歌山市エリア","その他","N","34.189861","135.226074"
"1196","じょうほく鍼灸整骨院","Johoku Acupuncture, Moxibustion & Chiropractic","和歌山市鷺ﾉ森中ﾉ丁3ﾚｼﾞﾃﾞﾝｽｻｲｽﾞ1-A","Residence Saizu 1-A, 3 Nakanocho, Saginomori, Wakayama-shi","和歌山市エリア","その他","N","34.236778","135.171005"
"1197","浦本産業","Uramoto Industry Co., Ltd.","和歌山市松江北6丁目9‐5","6-9-5 Matsue Kita, Wakayama-shi","和歌山市エリア","その他","N","34.252388","135.124664"
"1198","ますだや","Masudaya Seafood Restaurant","東牟婁郡那智勝浦町大字築地5丁目2‐14","5-2-14 Tsukiji, Nachikatsuuracho, Higashimuro-gun","熊野エリア","グルメ","N","33.627659","135.942764"
"1199","日積ホーム株式会社","Nisseki Home Co., Ltd.","西牟婁郡白浜町内ﾉ川1010‐9","1010-9 Uchinokawa, Shirahamacho, Nishimuro-gun","白浜・串本エリア","その他","N","33.673569","135.410645"
"1200","光洋社","Photo Studio Koyosha","新宮市下本町2丁目4‐9","2-4-9 Shimohonmachi, Shingu-shi","熊野エリア","その他","N","33.72987","135.98909"
"1201","しんどうなおこクリニック","Shindo Naoko Clinic","和歌山市秋月275‐1","275-1 Akizuki, Wakayama-shi","和歌山市エリア","その他","N","34.230339","135.20517"
"1202","マリンステージ串本店","KUSHIMOTO DIVING SERVICE, MARINE STAGE","東牟婁郡串本町串本1418‐20","1418-20 Kushimoto, Kushimotocho, Higashimuro-gun","白浜・串本エリア","ショッピング","N","33.463951","135.777237"
"1203","よっちゃんち","Restaurant Yocchanchi","和歌山市吉田548ﾆｭｰ東和ｺｰﾎﾟ1-F","New Towa Corpo 1-F, 548 Yoshida, Wakayama-shi","和歌山市エリア","グルメ","N","34.234154","135.188156"
"1204","那賀広域森林組合","Naga Wide-Area Forestry Cooperative","紀の川市打田1398","1398 Uchita, Kinokawa-shi","和歌山市エリア","その他","N","34.261467","135.369614"
"1205","きらり・はり・きゅうマッサージ整骨院","Kirari Acupuncture, Moxibustion, Massage & Chiropractic","和歌山市里27‐1とれび紀伊川辺","Torevi Kiikawabe, 27-1 Sato, Wakayama-shi","和歌山市エリア","その他","N","34.267151","135.269119"
"1206","朝日新聞サービスアンカー箕島","Asahi Newspaper Delivery Service Office Minoshima","有田市箕島1414-52広久ﾋﾞﾙ1F","Hirohisa Bldg. 1F, 1414-52 Minoshima, Arita-shi","有田・湯浅・日高エリア","その他","N","34.084572","135.118027"
"1207","こうざき西歯科クリニック","Kouzaki Nishi Dental Clinic","和歌山市神前105‐1","105-1 Kozaki, Wakayama-shi","和歌山市エリア","その他","N","34.21376","135.207458"
"1208","ますみ・長岡令子書道教室","Masumi Nagaoka Reiko Calligraphy School","岩出市金池25‐5","25-5 Kanaike, Iwade-shi","和歌山市エリア","その他","N","34.273811","135.289948"
"1209","ＷｉｔｈＯｎｅ","WithOne Marriage Counselling Service","海南市名高534‐5","534-5 Nataka, Kainan-shi","和歌山市エリア","その他","N","34.15443","135.212967"
"1210","カラテッロ","Caratello Italian Restaurant","和歌山市九番丁10","10 Kyuban-cho, Wakayama-shi","和歌山市エリア","グルメ","N","34.23127","135.171066"
"1211","和歌山第１アイビー化粧品販売株式会社","Wakayama Daiichi IVY cosmetics Co., Ltd.","和歌山市堀止西2丁目9‐27","2-9-27 Horidomenishi, Wakayama-shi","和歌山市エリア","その他","N","34.212364","135.169907"
"1212","有限会社嶋田精工","Shimada Seikou Metal Processing Co., Ltd.","和歌山市湊御殿1丁目6‐7","1-6-7 Minatogoten, Wakayama-shi","和歌山市エリア","その他","N","34.221153","135.15773"
"1213","わだ歯科クリニック","Wada Dental Clinic","和歌山市中島576‐1わだ歯科ｸﾘﾆｯｸ","Wada Dental Clinic Bldg., 576-1 Nakajima, Wakayama-shi","和歌山市エリア","その他","N","34.215523","135.194275"
"1214","湖月堂　本店","Japanese Sweets Shop Kogetsudo Head Shop","御坊市薗247","247 Sono, Gobo-shi","有田・湯浅・日高エリア","ショッピング","N","33.891262","135.157928"
"1215","くりもと歯科医院","Kurimoto Dental Clinic","御坊市湯川町財部641‐24","641-24 Takara, Yukawacho, Gobo-shi","有田・湯浅・日高エリア","その他","N","33.89748","135.151001"
"1216","総本家めはりや新宮本店","Restaurant Sohonya Mahariya Shinguhonten","新宮市緑ｹ丘1丁目1‐39","1-1-39 Midorigaoka, Shingu-shi","熊野エリア","グルメ","N","33.721523","135.991943"
"1217","ＩＮＮＯＣＥＮＣＥ","Beauty Salon Innocence","西牟婁郡白浜町堅田2497‐22","2497-22 Katata, Shirahamacho, Nishimuro-gun","白浜・串本エリア","その他","N","33.680492","135.380127"
"1218","ハッピーキャット","Happy Cat Pet Food Shop","和歌山市本町2-45","2-45 Honmachi, Wakayama-shi","和歌山市エリア","グルメ","N","34.234436","135.174667"
"1219","カフェ　チャープ","cafe CHRP","岩出市森108-14","108-14 Mori, Iwade-shi","和歌山市エリア","グルメ","N","34.272995","135.308456"
"1220","ＤＡＮ１２ｂａｎ－ｃｈｏ","Dan 12 ban-cho Japanese Restaurant","和歌山市十二番丁9ﾘヴｧｰｼﾞｭ十二番丁1階","Riverge 12Bancho 1F, 9 Juniban-cho, Wakayama-shi","和歌山市エリア","グルメ","N","34.232304","135.17305"
"1221","栖原温泉","Suhara Onsen Hot Spring","有田郡湯浅町大字栖原1363","1363 Suhara, Yuasa-cho, Arita-gun","有田・湯浅・日高エリア","その他","N","34.046837","135.166962"
"1222","お食事処ふみ","Oshokujidokoro Fumi Restaurant","紀の川市東野64","64 Higashino, Kinokawa-shi","和歌山市エリア","グルメ","N","34.270519","135.419968"
"1223","ＥＮＥＯＳ地蔵の辻ＳＳ","ENEOS Gasoline Station Jizounotsuji","和歌山市中之島517","517 Nakanoshima, Wakayama-shi","和歌山市エリア","その他","N","34.243458","135.186447"
"1224","ＨＥＲＯＮ","HERON Bar","和歌山市屏風丁13吉田ﾋﾞﾙ地下1F","Yoshida Bldg. B1F, 13 Byobu-cho, Wakayama-shi","和歌山市エリア","グルメ","N","34.23605","135.167053"
"1225","創新株式会社","Soshin Co., Ltd.","紀の川市名手市場1552‐2","1522-2 Nateichiba, Kinokawa-shi","和歌山市エリア","その他","N","34.272392","135.42897"
"1226","セルフサンフィールド橋本","Self Sun Field Hashimoto","橋本市隅田町垂井68‐1","68-1 Tarui, Sudacho, Hashimoto-shi","高野山エリア","その他","N","34.330559","135.649658"
"1227","山本寿し","Yamamoto Zushi Restaurant","海南市名高270‐1","270-1 Nataka, Kainan-shi","和歌山市エリア","グルメ","N","34.151859","135.216797"
