"店舗名","店舗名（英語）","住所","住所（英語）","検索条件エリア","カテゴリ（まとめ）","SSID種類"
"ＷＡＮ・Ｆａｃｅ","WAN Face Pet Salon","和歌山市東長町2丁目50","2-50 Higashi Nagamachi, Wakayama-shi","和歌山市エリア","その他","N"
"スイーツ＆雑貨アンティヤスコ","Sweets and General Shop Antiyasuko","新宮市徐福1丁目1‐5","1-1-5 Jofuku, Shingu-shi","熊野エリア","ショッピング","N"
"有限会社ウエムラ","Uemura Co., Ltd.","紀の川市打田1134‐5","1134-5 Uchita, Kinokawa-shi","和歌山市エリア","その他","N"
"ｓｏｒｒｉｓｏ","Italian Restaurant sorriso","田辺市稲成町3241‐1","3241-1 Inaricho, Tanabe-shi","熊野エリア","グルメ","N"
"うまし楽し食道宴屋ずかずか","Zukazuka, Japanese style pub","御坊市湯川町財部220‐3","220-3 Takara, Yukawacho, Gobo-shi","有田・湯浅・日高エリア","グルメ","N"
"ニューデリー","","橋本市野216‐2"," ","高野山エリア","グルメ","N"
"おおみや","","西牟婁郡上富田町生馬3115"," ","白浜・串本エリア","グルメ","N"
"サンマ本舗芝","Sanma Honpo Shiba Fish Monger","和歌山市延時147‐24","147-24 Nobutoku, Wakayama-shi","和歌山市エリア","ショッピング","N"
"インマヌエル和歌山キリスト教会","Inmanueru Wakayama Catholic Church","和歌山市西高松2丁目8‐17","2-8-17 Nishi Takamatsu, Wakayama-shi","和歌山市エリア","その他","N"
"アウル整骨院","Owl Chiropractic","和歌山市市小路153‐1","153-1 Ichishoji, Wakayama-shi","和歌山市エリア","その他","N"
"ＡＣＲＩオーガニックヘアーサロン","ACRI Organic Hair Salon","岩出市西野353‐4","353-4 Nishino, Iwade-shi","和歌山市エリア","その他","N"
"ヘルパーステーションよつ葉","","御坊市薗147‐1"," ","有田・湯浅・日高エリア","その他","N"
"芦原湯","","海南市日方1016"," ","和歌山市エリア","その他","N"
"アクアユイ（ａｑｕａｙｕｙ）","Aquayuy Hair Salon","和歌山市太田579","579 Oda, Wakayama-shi","和歌山市エリア","その他","N"
"晴","","西牟婁郡白浜町1082‐10"," ","白浜・串本エリア","グルメ","N"
"ピッツェリアコマ","Pizzeria Coma","新宮市徐福2丁目2‐5","2-2-5 Jofuku, Shingu-shi","熊野エリア","ショッピング","N"
"ＴＯＧＥｈａｉｒ","TOGEhair","和歌山市東長町6丁目6","6-6 Higashi Nagamachi, Wakayama-shi","和歌山市エリア","その他","N"
"和歌の浦観光協会","","和歌山市新和歌浦1759"," ","和歌山市エリア","観光スポット,その他","N"
"キュリオステーション岩出店","Curio Station Personal Computer School","岩出市川尻172","172 Kawashiri, Iwade-shi","和歌山市エリア","その他","N"
"極楽寺","","紀の川市貴志川町井ﾉ口106"," ","和歌山市エリア","その他","N"
"株式会社玉置建材","Tamaoki Kenzai Construction Co., Ltd.","和歌山市本脇513","513 Motowaki, Wakayama-shi","和歌山市エリア","その他","N"
"ステーキハウスろいん","Stake House Loin","橋本市高野口町小田655‐1","655-1 Oda, Koyaguchicho, Hashimoto-shi","高野山エリア","グルメ","N"
"興紀消防メンテナンス","Kouki Shoubou Maintenance Security Service","和歌山市吉原1284‐1","1284-1 Yoshihara, Wakayama-shi","和歌山市エリア","その他","N"
"フォトスタジオ・クレイオ","","和歌山市十二番丁35"," ","和歌山市エリア","その他","N"
"愛和タイヤ","Aiwa Tyre","田辺市鮎川862","862 Ayukawa Tanabe-shi","熊野エリア","その他","N"
"田辺ダイハツ販売株式会社カーリンク口熊野店","Tanabe Daihatsu Hanbai Co., Ltd. Car Link Kuchikumano branch","西牟婁郡上富田町岩崎498‐1","498-1 Iwasaki, Kamitondacho, Nishimuro-gun","白浜・串本エリア","その他","N"
"株式会社カーシューズ","Car shoes used car sales Co., Ltd","橋本市隅田町垂井72‐5","72-5 Tarui, Sudacho, Hashimoto-shi","高野山エリア","その他","N"
"岡崎鉄工所","Okazaki Tekkosho","田辺市上の山2丁目26‐9","2-26-9 Uenoyama, Tanabe-shi","熊野エリア","その他","N"
"すずきリカー＆フーズ","Suzuki Liquor & Foods","日高郡由良町大字阿戸713","713 Ato, Yuracho, Hidaka-gun","有田・湯浅・日高エリア","ショッピング","N"
"アールエフ電子株式会社","RF Electronics Co., Ltd.","和歌山市布施屋778","778 Hoshiya, Wakayama-shi","和歌山市エリア","その他","N"
"かきはら胃腸科内科","Kakihara Gastrointestinal/Internal Medicine","岩出市今中105‐2","105-2 Imanaka, Iwade-shi","和歌山市エリア","その他","N"
"株式会社オーシャン・ライフ","Ocean Life Co., Ltd.","御坊市島441‐2","441-2 Shima, Gobo-shi","有田・湯浅・日高エリア","その他","N"
"赤旗新聞販売所","Akahata Newspaper Delivery Agent","伊都郡かつらぎ町大字佐野490‐1","490-1 Saya, Katsuragicho, Ito-gun","高野山エリア","ショッピング","N"
"三友防災株式会社","Sanyu Bosai Disaster Prevention Co., Ltd.","和歌山市広道35","35 Hiromichi, Wakayama-shi","和歌山市エリア","その他","N"
"ｉ工房和歌山橋本店","I Kobo Wakayama Hashimoto Studio","橋本市東家1丁目2‐24出口ﾏﾝｼｮﾝ1-D","Deguchi Mansion 1-D, 1-2-24 Toge, Hashimoto-shi","高野山エリア","その他","N"
"串本マリンセンター","Kushimoto Marine Center","東牟婁郡 串本町串本662‐2","662-2 Kushimoto, Kushimotocho, Higashimuro-gun","白浜・串本エリア","ショッピング","N"
"田口晋也司法書士事務所","Taguchi Shinya Judicial Scrivener's office","和歌山市八番丁9","9 Hachibancho, Wakayama-shi","和歌山市エリア","その他","N"
"訪問介護事業所ぴぃーぷる","People Home Care Service Office","和歌山市島崎町3丁目26ｽﾘｰﾙﾄﾞｩｿﾚｲﾕ201","Sourire du Soleil, 3-26 Shimazaki-cho, Wakayama-shi","和歌山市エリア","その他","N"
"司法書士高橋事務所","Takahashi Judicial Scrivener's Office","和歌山市六十谷749","749 Musota, Wakayama-shi","和歌山市エリア","その他","N"
"読売新聞ＹＣ藤並・金屋口","Yomiuri Newspaper YC Delivery Service Office Fujinami Kanayaguchi","有田郡有田川町大字天満2-3","2-3 Tenma, Aritagawa-cho, Arita-gun","有田・湯浅・日高エリア","ショッピング","N"
"株式会社エイジャックスジャパン","A-Jacks Japan Web Design Co., Ltd.","和歌山市朝日891‐1","891-1 Asahi, Wakayama-shi","和歌山市エリア","その他","N"
"じょうほく鍼灸整骨院","Johoku Acupuncture, Moxibustion & Chiropractic","和歌山市鷺ﾉ森中ﾉ丁3ﾚｼﾞﾃﾞﾝｽｻｲｽﾞ1-A","Residence Saizu 1-A, 3 Nakanocho, Saginomori, Wakayama-shi","和歌山市エリア","その他","N"
"浦本産業","Uramoto Industry Co., Ltd.","和歌山市松江北6丁目9‐5","6-9-5 Matsue Kita, Wakayama-shi","和歌山市エリア","その他","N"
"ますだや","Masudaya Seafood Restaurant","東牟婁郡那智勝浦町大字築地5丁目2‐14","5-2-14 Tsukiji, Nachikatsuuracho, Higashimuro-gun","熊野エリア","グルメ","N"
"日積ホーム株式会社","Nisseki Home Co., Ltd.","西牟婁郡白浜町内ﾉ川1010‐9","1010-9 Uchinokawa, Shirahamacho, Nishimuro-gun","白浜・串本エリア","その他","N"
"光洋社","Photo Studio Koyosha","新宮市下本町2丁目4‐9","2-4-9 Shimohonmachi, Shingu-shi","熊野エリア","その他","N"
"しんどうなおこクリニック","Shindo Naoko Clinic","和歌山市秋月275‐1","275-1 Akizuki, Wakayama-shi","和歌山市エリア","その他","N"
"マリンステージ串本店","KUSHIMOTO DIVING SERVICE, MARINE STAGE","東牟婁郡串本町串本1418‐20","1418-20 Kushimoto, Kushimotocho, Higashimuro-gun","白浜・串本エリア","ショッピング","N"
"よっちゃんち","Restaurant Yocchanchi","和歌山市吉田548ﾆｭｰ東和ｺｰﾎﾟ1-F","New Towa Corpo 1-F, 548 Yoshida, Wakayama-shi","和歌山市エリア","グルメ","N"
"那賀広域森林組合","Naga Wide-Area Forestry Cooperative","紀の川市打田1398","1398 Uchita, Kinokawa-shi","和歌山市エリア","その他","N"
"きらり・はり・きゅうマッサージ整骨院","Kirari Acupuncture, Moxibustion, Massage & Chiropractic","和歌山市里27‐1とれび紀伊川辺","Torevi Kiikawabe, 27-1 Sato, Wakayama-shi","和歌山市エリア","その他","N"
"朝日新聞サービスアンカー箕島","Asahi Newspaper Delivery Service Office Minoshima","有田市箕島1414-52広久ﾋﾞﾙ1F","Hirohisa Bldg. 1F, 1414-52 Minoshima, Arita-shi","有田・湯浅・日高エリア","その他","N"
"こうざき西歯科クリニック","Kouzaki Nishi Dental Clinic","和歌山市神前105‐1","105-1 Kozaki, Wakayama-shi","和歌山市エリア","その他","N"
"ますみ・長岡令子書道教室","Masumi Nagaoka Reiko Calligraphy School","岩出市金池25‐5","25-5 Kanaike, Iwade-shi","和歌山市エリア","その他","N"
"ＷｉｔｈＯｎｅ","WithOne Marriage Counselling Service","海南市名高534‐5","534-5 Nataka, Kainan-shi","和歌山市エリア","その他","N"
"カラテッロ","Caratello Italian Restaurant","和歌山市九番丁10","10 Kyuban-cho, Wakayama-shi","和歌山市エリア","グルメ","N"
"和歌山第１アイビー化粧品販売株式会社","Wakayama Daiichi IVY cosmetics Co., Ltd.","和歌山市堀止西2丁目9‐27","2-9-27 Horidomenishi, Wakayama-shi","和歌山市エリア","その他","N"
"有限会社嶋田精工","Shimada Seikou Metal Processing Co., Ltd.","和歌山市湊御殿1丁目6‐7","1-6-7 Minatogoten, Wakayama-shi","和歌山市エリア","その他","N"
"わだ歯科クリニック","Wada Dental Clinic","和歌山市中島576‐1わだ歯科ｸﾘﾆｯｸ","Wada Dental Clinic Bldg., 576-1 Nakajima, Wakayama-shi","和歌山市エリア","その他","N"
"湖月堂　本店","Japanese Sweets Shop Kogetsudo Head Shop","御坊市薗247","247 Sono, Gobo-shi","有田・湯浅・日高エリア","ショッピング","N"
"くりもと歯科医院","Kurimoto Dental Clinic","御坊市湯川町財部641‐24","641-24 Takara, Yukawacho, Gobo-shi","有田・湯浅・日高エリア","その他","N"
"総本家めはりや新宮本店","Restaurant Sohonya Mahariya Shinguhonten","新宮市緑ｹ丘1丁目1‐39","1-1-39 Midorigaoka, Shingu-shi","熊野エリア","グルメ","N"
"ＩＮＮＯＣＥＮＣＥ","Beauty Salon Innocence","西牟婁郡白浜町堅田2497‐22","2497-22 Katata, Shirahamacho, Nishimuro-gun","白浜・串本エリア","その他","N"
"ハッピーキャット","Happy Cat Pet Food Shop","和歌山市本町2-45","2-45 Honmachi, Wakayama-shi","和歌山市エリア","グルメ","N"
"カフェ　チャープ","cafe CHRP","岩出市森108-14","108-14 Mori, Iwade-shi","和歌山市エリア","グルメ","N"
"ＤＡＮ１２ｂａｎ－ｃｈｏ","Dan 12 ban-cho Japanese Restaurant","和歌山市十二番丁9ﾘヴｧｰｼﾞｭ十二番丁1階","Riverge 12Bancho 1F, 9 Juniban-cho, Wakayama-shi","和歌山市エリア","グルメ","N"
"栖原温泉","Suhara Onsen Hot Spring","有田郡湯浅町大字栖原1363","1363 Suhara, Yuasa-cho, Arita-gun","有田・湯浅・日高エリア","その他","N"
"お食事処ふみ","Oshokujidokoro Fumi Restaurant","紀の川市東野64","64 Higashino, Kinokawa-shi","和歌山市エリア","グルメ","N"
"ＥＮＥＯＳ地蔵の辻ＳＳ","ENEOS Gasoline Station Jizounotsuji","和歌山市中之島517","517 Nakanoshima, Wakayama-shi","和歌山市エリア","その他","N"
"ＨＥＲＯＮ","HERON Bar","和歌山市屏風丁13吉田ﾋﾞﾙ地下1F","Yoshida Bldg. B1F, 13 Byobu-cho, Wakayama-shi","和歌山市エリア","グルメ","N"
"創新株式会社","Soshin Co., Ltd.","紀の川市名手市場1552‐2","1522-2 Nateichiba, Kinokawa-shi","和歌山市エリア","その他","N"
"セルフサンフィールド橋本","Self Sun Field Hashimoto","橋本市隅田町垂井68‐1","68-1 Tarui, Sudacho, Hashimoto-shi","高野山エリア","その他","N"
"山本寿し","Yamamoto Zushi Restaurant","海南市名高270‐1","270-1 Nataka, Kainan-shi","和歌山市エリア","グルメ","N"
"株式会社有石　神前店","Ariseki Co., Ltd Kozaki Gas Station","和歌山市神前171‐3","171-3 Kozaki, Wakayama-shi","和歌山市エリア","その他","N"
"株式会社有石　海南東店","Ariseki Co., Ltd., Kainan Higashi, automotive coating","海南市幡川197‐1","197-1  Hatagawa, Kainan-shi","和歌山市エリア","その他","N"
"じんペットクリニック","Jin veterinary clinic","岩出市中黒531‐6","531-6 Nakakuro, Iwade-shi","和歌山市エリア","その他","N"
"谷沢商店","Tanizawa Shoten Store","和歌山市友田町5丁目18和歌山ﾀｰﾐﾅﾙﾋﾞﾙ地下1階","Wakayama Terminal Building B1F, 5-18 Tomodacho, Wakayama-shi","和歌山市エリア","ショッピング","N"
"すたじおーね","STAGIONE, Italian restaurant","紀の川市貴志川町丸栖926‐1","926-1 Kishigawachomarusu, Kinokawa-shi","和歌山市エリア","グルメ","N"
"有限会社佐藤石油","Sato Sekiyu Oil Co., Ltd.","御坊市湯川町小松原554‐1","554-1 Komatsubara, Yukawacho, Gobo-shi","有田・湯浅・日高エリア","その他","N"
"ドッグサロンプルー","Dog Salon Puloo","田辺市高雄3丁目37‐9","3-37-9 Takao, Tanabe-shi","熊野エリア","ショッピング","N"
"社会福祉法人和福祉会","Social Welfare Service Corporation Nagomi Fukushi-kai","伊都郡 かつらぎ町大字妙寺95‐3","95-3 Myoji, Katsuragicho, Ito-gun","高野山エリア","その他","N"
"まるまる","Marumaru, izakaya, specialty chicken dishes","御坊市湯川町財部645‐1森本ｱﾊﾟｰﾄ1F","Morimoto Apartment Bldg. 1F, 645-1 Yukawachotakara, Gobo-shi","有田・湯浅・日高エリア","グルメ","N"
"溝端石油店","Mizobata Sekiyu Fuel Store","有田郡有田川町大字金屋22‐1","22-1 Kanaya, Aridagawacho, Arida-gun","有田・湯浅・日高エリア","その他","N"
"お弁当さいじ有田バイパス店","Obento Lunch Box Saiji of Arita Bypass","有田市古江見49‐4","49-4 Koemi, Arida-shi","有田・湯浅・日高エリア","グルメ","N"
"フルゴスペル吹上教会","Full Gospel Fukiage Church","和歌山市芝ﾉ丁5光陽ﾏﾝｼｮﾝ3F","Koyo Mansion 3F, 5 Shibanocho, Wakayama-shi","和歌山市エリア","その他","N"
"はぶ接骨院","Habu Bonesetters Clinic","有田市宮原町新町491","491 Shinmachi, Miyaharacho, Arida-shi","有田・湯浅・日高エリア","その他","N"
"クリーニングみんと","Laundry Cleaning Mint","和歌山市毛見1437‐240","1437-240 Kemi, Wakayama-shi","和歌山市エリア","その他","N"
"鳥好吉本","Restaurant Toriyoshi Yoshimoto","和歌山市新中島134-3","134-3 Shinnakajima, Wakayama-shi","和歌山市エリア","グルメ","N"
"さだこの浅漬工房","Sadakos Asaduke Pickles Kitchen","和歌山市屋形町3丁目45","3-45 Yakatamachi, Wakayama-shi","和歌山市エリア","その他","N"
"なてやドライクリーニング","Nateya dry cleaner","紀の川市名手市場92‐5","92-5 Nateichiba, Kinokawa-shi","和歌山市エリア","その他","N"
"株式会社高砂アラレ","Takasago cubic rice cracker","岩出市岡田999‐1","999-1 Okada, Iwade-shi","和歌山市エリア","その他","N"
"きくや","Cosmetics Shop Kikuya","東牟婁郡串本町串本1736‐5","1736-5 Kushimoto, Kushimotocho, Higashimuro-gun","白浜・串本エリア","ショッピング","N"
"杉本哲也土地家屋調査士事務所","Sugimoto Tetsuya Land and House Investigator Office","和歌山市関戸4丁目2‐50","4-2-50 Sekido, Wakayama-shi","和歌山市エリア","その他","N"
